source,dest,sourcelat,sourcelon,destlat,destlon,distance,cartage,qty,amount,cartage_per_km,cartage_per_km_log,distance_log,cartage_log,pred_linear,pred_tree,pred_rf
Ahmedabad,Ahmadabad,23.03,72.6,23.03,72.6,5.0,18.0,26.0,468,3.6,0.5563025007672873,0.6989700043360189,1.255272505103306,0.5403806863372236,0.33787317715815,0.321771058627361
Ahmedabad,Ahmedabad,23.03,72.6,23.03,72.6,5.0,18.0,12236.0,220248,3.6,0.5563025007672873,0.6989700043360189,1.255272505103306,0.5403806863372236,0.33787317715815,0.321771058627361
Ahmedabad,Ahmedabd,23.03,72.6,23.03,72.6,5.0,18.0,33.0,594,3.6,0.5563025007672873,0.6989700043360189,1.255272505103306,0.5403806863372236,0.33787317715815,0.321771058627361
Ahmedabad,Amreli,23.03,72.6,21.6,71.22,161.25,25.0,111.0,2775,0.15503875968992248,-0.8095597146352678,2.2074997233073055,1.3979400086720377,-0.8712676635955943,-0.8865968062200954,-0.8663974422991718
Ahmedabad,Anand,23.03,72.6,22.55,72.95,42.4,22.0,155.0,3410,0.5188679245283019,-0.2849431757705264,1.6273658565927327,1.3424226808222062,-0.32839137459133405,-0.33114693244438165,-0.3383130323591942
Ahmedabad,Anjar,23.03,72.6,23.11,70.02,286.92,37.0,514.0,19018,0.12895580649658442,-0.8895590980964047,2.4577608221633995,1.568201724066995,-1.1054563990309771,-1.2244775464298403,-1.1669053635735056
Ahmedabad,Ankleshwar,23.03,72.6,21.62,72.98,62.87,24.0,385.0,9240,0.3817400986161922,-0.4182322186385814,1.7984434603501875,1.380211241711606,-0.48848196744976224,-0.5102318105272241,-0.4871181122945308
Ahmedabad,Bagasara,23.03,72.6,21.48,70.92,193.94,26.0,78.0,2028,0.1340620810559967,-0.8726940433033171,2.287667391274135,1.414973347970818,-0.946286773116692,-1.0469451987990703,-1.0087855245747837
Ahmedabad,Bajwa,23.03,72.6,22.33,73.55,108.69,19.0,396.0,7524,0.17480909007268378,-0.7574359878013703,2.0361895887541994,1.2787536009528289,-0.7109594736226634,-0.688691844036537,-0.7290931118657328
Ahmedabad,Balasinor,23.03,72.6,22.95,73.33,81.58,37.0,157.0,5809,0.4535425349350331,-0.3433819769140808,1.9115837009810757,1.568201724066995,-0.594356072539657,-0.551046557800798,-0.5408646766876712
Ahmedabad,Balva,23.03,72.6,22.83,72.36,27.18,27.0,90.0,2430,0.9933774834437086,-0.0028856882374882096,1.4342494523964755,1.4313637641589874,-0.14767736551333677,-0.1555058655574673,-0.19417484283277922
Ahmedabad,Bamroli gam,23.03,72.6,21.13,72.83,67.88,57.0,130.0,7410,0.8397171479080732,-0.07586697797314673,1.8317418336456381,1.7558748556724915,-0.5196418399579583,-0.5102318105272241,-0.5275609520982484
Ahmedabad,Bantwa,23.03,72.6,21.48,70.07,286.27,32.0,95.0,3040,0.11178258287630559,-0.9516258596873048,2.4567758380072107,1.505149978319906,-1.1045346729016823,-1.2244775464298403,-1.1669053635735056
Ahmedabad,Bardoli,23.03,72.6,21.11,73.1,84.21,24.0,128.0,3072,0.2850017812611329,-0.5451524256424956,1.9253636673541015,1.380211241711606,-0.6072510566741935,-0.551046557800798,-0.5408646766876712
Ahmedabad,Bareja,23.03,72.6,23.03,72.6,5.0,15.0,16.0,240,3.0,0.47712125471966244,0.6989700043360189,1.1760912590556813,0.5403806863372236,0.33787317715815,0.321771058627361
Ahmedabad,Baroda,23.03,72.6,22.3,73.19,70.22,19.0,2812.0,53428,0.2705781828538878,-0.5677072241765034,1.8464608251293324,1.2787536009528289,-0.5334155427755609,-0.5102318105272241,-0.5306170837006813
Ahmedabad,Bavla,23.03,72.6,22.83,72.36,27.18,27.0,52.0,1404,0.9933774834437086,-0.0028856882374882096,1.4342494523964755,1.4313637641589874,-0.14767736551333677,-0.1555058655574673,-0.19417484283277922
Ahmedabad,Bayad - dhansura,23.03,72.6,23.21,73.24,71.7,57.0,43.0,2451,0.7949790794979079,-0.09964429999530874,1.8555191556678001,1.7558748556724915,-0.5418921257669083,-0.5102318105272241,-0.5306170837006813
Ahmedabad,Bhanvad,23.03,72.6,21.92,69.77,317.14,42.0,174.0,7308,0.1324336255281579,-0.878001731457957,2.5012510218558575,1.6232492903979006,-1.1461535545871653,-1.2244775464298403,-1.1860286824324786
Ahmedabad,Bharuch,23.03,72.6,21.71,72.97,60.24,24.0,823.0,19752,0.398406374501992,-0.39967372148103814,1.779884963192644,1.380211241711606,-0.47111534115118037,-0.5102318105272241,-0.4768711092464072
Ahmedabad,Bhavnagar,23.03,72.6,21.76,72.14,66.53,24.0,843.0,20232,0.360739516007816,-0.44280628173444325,1.8230175234460493,1.380211241711606,-0.5114778257243175,-0.5102318105272241,-0.5275609520982484
Ahmedabad,Bhuj,23.03,72.6,23.25,69.66,326.44,20.0,966.0,19320,0.061267001592942044,-1.2127733735199129,2.513803369183894,1.3010299956639813,-1.157899760293666,-1.2244775464298403,-1.1955038990399018
Ahmedabad,Bilkha,23.03,72.6,21.43,70.58,231.36,30.0,24.0,720,0.1296680497925311,-0.8871670208947744,2.3642882756144368,1.4771212547196624,-1.0179868818975375,-1.0469451987990703,-1.1019149375457147
Ahmedabad,Billimora,23.03,72.6,20.74,72.93,84.01,24.0,113.0,2712,0.2856802761576003,-0.5441197429970724,1.9243309847086785,1.380211241711606,-0.6062846953661711,-0.551046557800798,-0.5408646766876712
Ahmedabad,Bodeli,23.03,72.6,22.3,73.73,128.53,26.0,115.0,2990,0.2022874037189761,-0.6940311595705666,2.1090045075413846,1.414973347970818,-0.7790980450168798,-0.688691844036537,-0.7403632073503142
Ahmedabad,Borsad,23.03,72.6,22.39,72.89,39.25,31.0,135.0,4185,0.7898089171974523,-0.10247796724699865,1.5938396610812713,1.4913616938342726,-0.2970183111520843,-0.33114693244438165,-0.30006502001158253
Ahmedabad,Botad,23.03,72.6,22.18,71.66,108.07,27.0,198.0,5346,0.24983806791894145,-0.6023413873088649,2.0337051514678524,1.4313637641589874,-0.7086345928121118,-0.688691844036537,-0.7290931118657328
Ahmedabad,Chikhli,23.03,72.6,20.35,76.24,412.76,33.0,283.0,9339,0.07994960752010855,-1.0971836639036063,2.615697603781494,1.5185139398778875,-1.253250104624607,-1.2244775464298403,-1.2397414762296288
Ahmedabad,Chotila,23.03,72.6,22.42,71.18,158.55,23.0,82.0,1886,0.14506464837590666,-0.8384384103455146,2.2001662463631075,1.3617278360175928,-0.8644051599953293,-0.8865968062200954,-0.8627866710166162
Ahmedabad,Dabhoi,23.03,72.6,22.12,73.41,95.4,26.0,169.0,4394,0.27253668763102723,-0.5645750267332772,1.9795483747040952,1.414973347970818,-0.6579558931519076,-0.688691844036537,-0.7104410148903767
Ahmedabad,Dahod,23.03,72.6,22.83,74.25,183.56,26.0,514.0,13364,0.141643059490085,-0.8488047010518037,2.263778049022622,1.414973347970818,-0.9239316612841411,-0.8865968062200954,-0.903367948840647
Ahmedabad,Dakor,23.03,72.6,22.75,73.15,61.84,23.0,140.0,3220,0.37192755498059504,-0.42954164489267566,1.7912694809102685,1.3617278360175928,-0.48176871804442767,-0.5102318105272241,-0.4871181122945308
Ahmedabad,Daman,23.03,72.6,20.41,72.83,90.19,57.0,104.0,5928,0.631999112983701,-0.19928353125330223,1.9551583869257936,1.7558748556724915,-0.6351322884398971,-0.688691844036537,-0.6363750268455077
Ahmedabad,Damandiu,23.03,72.6,20.71,70.97,197.59,39.0,9.0,351,0.1973784098385546,-0.7047003542032727,2.295764961229772,1.591064607026499,-0.9538642978565657,-1.0469451987990703,-1.0134328611475039
Ahmedabad,Deesa,23.03,72.6,24.25,72.18,61.6,29.0,42.0,1218,0.47077922077922074,-0.3271827142654694,1.7895807121644254,1.462397997898956,-0.4801884060469197,-0.5102318105272241,-0.4871181122945308
Ahmedabad,Dehgam,23.03,72.6,23.17,72.81,24.47,24.0,53.0,1272,0.9807928075194116,-0.008422727640183151,1.388633969351789,1.380211241711606,-0.10499141736023598,-0.1555058655574673,-0.15919400511509177
Ahmedabad,Derol,23.03,72.6,22.62,73.44,94.27,24.0,81.0,1944,0.2545878858597645,-0.5941622653698172,1.9743735070814232,1.380211241711606,-0.6531133678447847,-0.688691844036537,-0.7024742413497045
Ahmedabad,Dhandhuka,23.03,72.6,22.38,71.98,72.13,29.0,139.0,4031,0.4020518508248995,-0.39571793429110996,1.858115932190066,1.462397997898956,-0.5443221311202671,-0.5102318105272241,-0.5306170837006813
Ahmedabad,Dhanera,23.03,72.6,24.51,72.02,81.37,42.0,29.0,1218,0.5161607472041293,-0.28721502559771317,1.9104643159956136,1.6232492903979006,-0.5933085771222351,-0.551046557800798,-0.5408646766876712
Ahmedabad,Dhangadhra,23.03,72.6,23.03,71.53,118.19,23.0,284.0,6532,0.19460191217531095,-0.7108528966313569,2.07258073264895,1.3617278360175928,-0.745013491641098,-0.688691844036537,-0.7290931118657328
Ahmedabad,Dharampur,23.03,72.6,20.53,73.17,103.44,31.0,89.0,2759,0.29969064191802014,-0.5233268180380649,2.0146885118723374,1.4913616938342726,-0.6908392470733602,-0.688691844036537,-0.7136697534453644
Ahmedabad,Dhari,23.03,72.6,21.31,71.01,185.91,24.0,30.0,720,0.12909472325318702,-0.8890915091577353,2.269302750869341,1.380211241711606,-0.9291015536287948,-0.8865968062200954,-0.903367948840647
Ahmedabad,Dharumpur,23.03,72.6,20.53,73.17,103.44,31.0,194.0,6014,0.29969064191802014,-0.5233268180380649,2.0146885118723374,1.4913616938342726,-0.6908392470733602,-0.688691844036537,-0.7136697534453644
Ahmedabad,Dholka,23.03,72.6,22.73,72.45,19.57,42.0,59.0,2478,2.1461420541645375,0.3316584647398993,1.291590825658001,1.6232492903979006,-0.014180615329072,0.10065376833117112,0.10905952340527847
Ahmedabad,Dhoraji,23.03,72.6,21.73,70.44,244.03,20.0,378.0,7560,0.08195713641765356,-1.0864132242549525,2.3874432199189335,1.3010299956639813,-1.0396547605671864,-1.0469451987990703,-1.1171911993037353
Ahmedabad,Diu,23.03,72.6,20.71,70.97,197.59,39.0,12.0,468,0.1973784098385546,-0.7047003542032727,2.295764961229772,1.591064607026499,-0.9538642978565657,-1.0469451987990703,-1.0134328611475039
Ahmedabad,Dungri,23.03,72.6,20.6,72.92,87.9,33.0,29.0,957,0.37542662116040953,-0.4254749351958844,1.943988875073772,1.5185139398778875,-0.6246801092238232,-0.551046557800798,-0.5622618753203908
Ahmedabad,Dwarka,23.03,72.6,22.24,68.96,405.38,28.0,148.0,4144,0.06907099511569392,-1.1607042870061375,2.6078623183483565,1.4471580313422192,-1.2459180198709274,-1.2244775464298403,-1.2397414762296288
Ahmedabad,Gandhidham,23.03,72.6,23.06,70.13,274.05,21.0,955.0,20055,0.07662835249042145,-1.1156105116742998,2.437829806408219,1.3222192947339193,-1.0868054005458616,-1.2244775464298403,-1.1669053635735056
